Words,Amount
рідко,4
різко,4
рій,4
річкою,4
рішуче,4
саламандри,4
самотньо,4
свідомості,4
світанку,4
секунди,4
селища,4
семе,4
середині,4
серцем,4
сигарет,4
сиджу,4
сидять,4
сина,4
сирен,4
системи,4
скаже,4
скажете,4
склянки,4
скляні,4
скоріше,4
скрикнув,4
скрикнула,4
слушно,4
сліду,4
смертю,4
сміху,4
сміятися,4
снаги,4
спалювати,4
спиною,4
сповнений,4
сподіваюсь,4
спокійний,4
спокійніше,4
спотикаючись,4
справжня,4
справу,4
спробував,4
спробуйте,4
спробую,4
спустився,4
ста,4
становище,4
стануть,4
статися,4
статуя,4
стає,4
створити,4
стискаючи,4
стиснув,4
сторінок,4
стосується,4
страху,4
стрясаючи,4
сукні,4
супутників,4
сурми,4
сховав,4
сідав,4
сіла,4
сімдесят,4
сіммонс,4
сірником,4
сірі,4
такими,4
такт,4
такій,4
твоїх,4
телевізорну,4
телетайп,4
телефону,4
темного,4
темній,4
темрява,4
терпіти,4
течія,4
товариства,4
торохтів,4
точно,4
траву,4
тримати,4
тричі,4
тротуар,4
тягар,4
тій,4
тікайте,4
увагу,4
увійшов,4
уголос,4
угору,4
усмішкою,4
уся,4
усім,4
утекти,4
уяви,4
уявив,4
футів,4
фільму,4
хвилина,4
хмарою,4
хмару,4
холодних,4
хоче,4
хтозна-скільки,4
хустки,4
цивілізація,4
ціла,4
ціле,4
цілих,4
цілого,4
чекала,4
червоне,4
червоні,4
череві,4
черепашку,4
четверту,4
чорних,4
чорну,4
чудові,4
чужий,4
чутно,4
чуєш,4
чікаго,4
чіпляється,4
шибки,4
шосе,4
штани,4
штат,4
шукає,4
щасливим,4
щасливі,4
щастить,4
щиро,4
щодня,4
щораз,4
явився,4
язи,4
який-небудь,4
якимись,4
якимсь,4
яскравим,4
яскраво,4
ясна,4
ється,4
іде,4
ідеться,4
існує,4
їв,4
їхнього,4
їхнє,4
451,3
8,3
nevermore,3
автомобільних,3
автомобілів,3
адресу,3
акапулько,3
актори,3
аркуші,3
аркушів,3
ба,3
байдужість,3
балакав,3
бар,3
батька,3
батьків,3
бачать,3
бджола,3
безперестанку,3
безперестанно,3
безпорадно,3
беріть,3
блакитним,3
блакитні,3
блимнув,3
блискучих,3
блукання,3
бовдури,3
боки,3
боків,3
болю,3
бомбою,3
боятися,3
брандмейстером,3
брехав,3
брешеш,3
брови,3
бровою,3
будинках,3
будиночку,3
буді,3
бульвар,3
бульварах,3
бульвару,3
бурмотів,3
біблію,3
біблії,3
бігу,3
біжи,3
бійтеся,3
білим,3
білому,3
біль,3
більший,3
важливе,3
важливо,3
ванної,3
вб,3
вбивати,3
вбивають,3
вбили,3
вбігла,3
вбік,3
вважаєш,3
ввійти,3
вдарили,3
вдихаючи,3
велетенський,3
велетенську,3
вели,3
великими,3
великої,3
величезній,3
вертольота,3
взяли,3
виблискували,3
вивчати,3
виголосив,3
вигравали,3
виживемо,3
визирнула,3
викинув,3
виліз,3
вимкнув,3
вимкніть,3
вина,3
випив,3
випийте,3
вираз,3
вирішили,3
високого,3
витер,3
вихопив,3
вище,3
власного,3
власної,3
власні,3
вмиватися,3
вміє,3
вороття,3
восьмому,3
воші,3
впустіть,3
врай,3
всміхнувся,3
всяк,3
всякий,3
вторглися,3
втупилися,3
втямлю,3
втікачі,3
вулицею,3
вчені,3
вщух,3
відбитки,3
віддаляючись,3
відкинув,3
відклав,3
відкриття,3
відлуння,3
відповіді,3
відпочити,3
відправити,3
відчинені,3
відчинила,3
відчувався,3
відчувають,3
відчути,3
відірвав,3
візерунки,3
візьми,3
вік,3
вірити,3
вірус,3
вітальню,3
вітри,3
вітром,3
вічні,3
віяло,3
гавани,3
гавані,3
галасливих,3
гаманець,3
гарне,3
гарчання,3
гаряче,3
гарячим,3
гарячково,3
гарячого,3
гасили,3
гертруда,3
гине,3
глибини,3
глупої,3
глухо,3
глядачі,3
глянувши,3
глянути,3
гніваєшся,3
гніву,3
головами,3
головах,3
горище,3
горищі,3
горлі,3
горіли,3
гості,3
готова,3
гравців,3
грою,3
грім,3
грішми,3
губу,3
гуртом,3
гір,3
гірше,3
давати,3
давним-давно,3
давні,3
далеким,3
далеких,3
дає,3
десятки,3
десяток,3
джозеф,3
дзвеніло,3
дзижчав,3
дзьоба,3
дива,3
диваків,3
дивлюся,3
дитячі,3
дно,3
доба,3
добра,3
доброго,3
добряче,3
довгих,3
довгої,3
довгі,3
догори,3
дозволили,3
дозволити,3
долину,3
доля,3
дописав,3
допомагали,3
допомоги,3
допомогою,3
дорогах,3
дорогою,3
дорослі,3
доріжки,3
доріжці,3
дослухаючись,3
доти,3
дружини,3
думай,3
думці,3
дурна,3
дурниць,3
